#t dx dy dz
3.326 -17.8155 -3.9336 -5.4771
3.327 -17.8233 -3.9765 -5.2367
3.328 -18.1625 -3.8903 -5.3146
3.329 -18.4976 -4.0012 -5.1886
3.33 -18.4985 -3.6307 -5.5599
3.331 -18.5830 -3.8800 -5.5951
3.332 -18.3111 -4.2448 -5.8006
3.333 -18.1704 -4.1339 -5.8371
3.334 -18.1362 -4.2373 -5.7339
3.335 -17.8334 -4.1333 -5.6632
3.336 -17.7027 -4.1924 -5.5363
3.337 -17.8600 -4.5533 -5.6776
3.338 -17.3070 -4.5343 -5.5444
3.339 -17.5494 -4.2427 -5.3967
3.34 -17.6900 -4.3682 -5.4659
3.341 -17.8756 -4.3224 -5.5555
3.342 -18.0180 -4.7627 -5.6746
3.343 -18.1072 -4.7739 -5.8158
3.344 -18.1463 -4.8057 -5.6897
3.345 -17.9932 -4.7782 -5.7528
3.346 -18.1275 -4.9831 -5.5115
3.347 -18.1561 -4.9298 -5.6488
3.348 -18.1656 -4.7813 -5.5932
3.349 -18.0136 -4.7870 -5.3503
3.35 -17.7341 -5.0645 -5.5901
3.351 -17.5754 -5.1184 -5.1723
3.352 -17.1918 -4.9389 -5.0594
3.353 -16.8440 -5.0790 -4.8696
3.354 -16.9827 -5.1889 -4.9745
3.355 -16.7621 -5.2200 -5.1143
3.356 -16.6445 -5.3704 -5.1753
3.357 -16.5510 -5.1030 -5.0084
3.358 -16.3407 -5.1635 -4.8456
3.359 -16.4844 -5.0935 -5.2586
3.36 -16.1851 -5.0551 -5.1475
3.361 -15.9934 -5.0673 -5.5051
3.362 -15.6644 -4.8817 -5.1829
3.363 -15.5027 -4.9426 -5.0468
3.364 -15.5843 -5.1077 -5.0168
3.365 -15.5596 -5.4553 -5.1051
3.366 -15.6468 -5.7190 -4.8685
3.367 -15.9529 -5.9868 -4.6738
3.368 -15.9340 -6.0091 -4.7704
3.369 -15.6529 -6.0525 -4.6854
3.37 -15.7478 -6.0393 -4.4702
3.371 -15.8890 -5.9975 -4.5073
3.372 -16.1519 -6.0966 -4.8167
3.373 -16.1641 -5.7666 -4.4322
3.374 -16.0052 -5.4726 -4.7457
3.375 -16.0640 -5.7537 -5.2426
3.376 -15.8235 -5.5400 -5.4139
3.377 -15.8391 -5.6204 -5.4165
3.378 -15.9524 -5.6230 -5.5180
3.379 -15.6302 -5.6400 -5.6407
3.38 -15.6817 -5.7040 -5.2246
3.381 -15.5169 -5.8539 -4.9940
3.382 -15.4811 -5.6886 -4.6487
3.383 -15.6213 -5.8925 -4.4823
3.384 -15.5422 -5.8439 -4.6118
3.385 -15.6436 -5.8047 -4.3147
3.386 -15.7332 -5.8239 -3.9900
3.387 -15.5982 -6.0391 -4.0612
3.388 -15.5658 -6.2753 -3.6685
3.389 -15.9445 -6.0610 -3.7200
3.39 -16.2906 -6.0062 -3.9217
3.391 -16.2604 -6.1177 -4.0624
3.392 -15.9961 -5.9447 -4.1010
3.393 -15.9407 -5.5843 -3.9915
3.394 -15.8778 -5.1431 -3.8859
3.395 -15.8301 -4.9605 -4.0386
3.396 -15.8636 -5.1226 -3.9699
3.397 -15.4963 -5.0124 -3.6266
3.398 -15.3833 -4.8842 -3.3438
3.399 -15.7004 -5.1530 -3.0073
3.4 -15.6267 -5.2057 -3.1145
3.401 -15.7526 -5.4338 -2.9275
3.402 -15.7069 -5.1648 -2.9920
3.403 -15.5622 -5.4279 -2.8831
3.404 -15.3322 -5.2274 -3.1328
3.405 -15.2493 -5.0782 -3.0149
3.406 -15.2727 -5.3349 -2.7271
3.407 -15.4106 -5.4448 -3.0565
3.408 -15.4134 -5.6437 -3.2885
3.409 -15.4556 -6.0296 -3.1563
3.41 -15.6137 -6.1118 -3.3989
3.411 -15.7722 -5.9370 -3.4836
3.412 -15.6623 -5.6250 -3.1308
3.413 -15.6369 -5.6901 -2.9245
3.414 -15.7175 -5.6311 -3.0787
3.415 -15.8042 -5.7113 -3.2162
3.416 -15.9683 -5.9249 -3.4674
3.417 -15.9649 -5.9876 -3.9201
3.418 -16.1274 -5.9607 -3.6729
3.419 -15.9733 -6.4416 -4.0196
3.42 -15.8875 -6.3947 -3.9633
3.421 -15.8910 -6.5598 -3.8674
3.422 -16.1172 -6.3465 -4.0325
3.423 -16.0872 -6.4535 -4.0686
3.424 -16.1463 -6.3993 -4.0350
3.425 -16.1749 -6.1751 -3.9790
3.426 -16.0628 -6.2064 -4.0197
3.427 -16.3798 -6.0374 -3.7565
3.428 -16.8497 -6.2135 -4.0578
3.429 -16.5743 -6.4027 -3.9513
3.43 -16.6943 -6.4436 -3.8848
3.431 -17.0570 -6.4335 -3.7271
3.432 -17.2647 -6.4099 -3.8029
3.433 -16.9910 -6.3528 -4.0625
3.434 -17.1339 -6.3803 -4.1680
3.435 -17.4609 -6.6149 -3.9732
3.436 -17.1466 -6.6809 -4.2637
3.437 -17.1474 -7.0612 -3.8867
3.438 -16.7598 -7.1557 -4.0699
3.439 -16.9171 -7.0050 -3.7535
3.44 -16.9149 -7.0738 -3.6658
3.441 -16.8425 -7.3932 -3.4960
3.442 -16.7287 -7.6529 -3.7595
3.443 -17.0488 -7.3679 -3.6895
3.444 -17.3453 -7.5032 -3.8455
3.445 -17.1106 -7.0996 -3.5010
3.446 -17.1101 -7.0888 -3.3098
3.447 -16.7222 -6.9132 -3.7619
3.448 -16.5639 -6.9616 -3.9680
3.449 -16.2096 -7.1782 -4.0576
3.45 -16.0271 -7.1718 -3.9147
3.451 -16.3961 -7.1430 -3.6995
3.452 -16.4078 -7.5080 -3.6065
3.453 -16.6052 -7.4541 -3.3871
3.454 -16.7077 -7.0759 -3.3565
3.455 -16.6633 -7.3037 -3.4037
3.456 -16.9180 -7.1386 -3.3431
3.457 -17.0114 -7.2068 -3.1869
3.458 -17.1486 -7.2032 -2.9345
3.459 -17.2511 -7.3575 -2.9728
3.46 -17.1693 -7.5499 -3.0624
3.461 -17.2031 -7.6475 -3.2652
3.462 -17.2270 -7.4167 -3.3074
3.463 -17.3193 -7.4444 -3.1010
3.464 -16.9601 -7.4725 -3.1435
3.465 -16.8450 -7.3237 -2.6709
3.466 -17.2628 -7.3878 -2.4518
3.467 -17.5693 -7.0177 -2.1842
3.468 -17.6286 -6.9056 -2.0184
3.469 -17.6337 -7.0298 -1.8071
3.47 -17.5767 -7.1410 -1.5875
3.471 -17.5858 -7.2549 -1.7414
3.472 -17.9241 -7.2063 -1.9167
3.473 -18.1520 -6.9735 -1.6035
3.474 -18.4977 -6.8500 -1.7227
3.475 -18.2589 -6.6710 -1.6337
3.476 -17.9248 -6.7657 -1.5834
3.477 -18.1195 -7.3207 -1.4806
3.478 -18.4314 -7.2604 -1.4891
3.479 -18.4977 -7.0148 -1.4819
3.48 -18.7536 -6.7606 -1.2468
3.481 -19.0555 -6.6789 -1.0822
3.482 -18.9898 -6.5954 -1.1369
3.483 -19.0072 -6.2156 -1.4209
3.484 -19.1468 -6.1506 -1.7500
3.485 -19.1679 -6.1166 -1.6870
3.486 -19.1537 -6.5617 -1.6112
3.487 -19.0210 -6.5550 -1.6011
3.488 -19.1852 -6.3851 -1.7604
3.489 -18.9739 -6.4313 -1.3947
3.49 -18.8594 -6.6268 -1.4688
3.491 -18.7153 -6.8446 -1.4509
3.492 -18.7910 -6.6304 -1.5816
3.493 -18.6973 -6.7869 -1.4543
3.494 -18.8232 -6.8799 -1.2176
3.495 -18.7674 -6.6395 -1.0765
3.496 -18.8057 -6.5905 -1.1809
3.497 -18.6247 -6.6661 -1.2084
3.498 -18.2828 -6.8199 -1.0823
3.499 -18.6741 -6.5452 -0.8936
3.5 -18.5615 -6.4712 -0.8937
3.501 -18.6989 -6.6187 -0.8467
3.502 -18.9936 -6.6083 -0.9163
3.503 -19.0390 -6.9979 -0.7640
3.504 -18.8928 -7.0227 -1.0253
3.505 -19.1176 -6.8002 -1.0248
3.506 -19.1182 -6.7176 -1.0567
3.507 -19.5887 -6.6481 -1.1833
3.508 -19.4661 -6.3436 -1.1993
3.509 -19.4347 -6.2095 -1.1222
3.51 -19.5089 -6.4219 -1.4402
3.511 -19.3220 -6.5359 -1.1922
3.512 -19.3181 -6.2462 -1.2435
3.513 -18.8585 -6.2525 -1.5620
3.514 -18.7763 -6.3802 -1.3744
3.515 -18.5520 -6.4978 -1.5617
3.516 -18.3859 -6.4719 -1.3727
3.517 -18.6826 -6.9168 -1.3157
3.518 -18.8391 -6.8962 -1.4302
3.519 -19.1325 -6.9101 -1.6271
3.52 -19.2701 -6.7939 -1.8573
3.521 -19.1360 -7.0678 -1.8141
3.522 -19.1241 -6.8857 -2.0057
3.523 -18.9155 -6.9184 -1.9456
3.524 -19.1136 -7.1230 -1.6260
3.525 -19.3625 -6.8532 -1.4418
3.526 -19.3284 -7.0692 -1.1891
3.527 -19.3372 -6.9181 -1.0416
3.528 -19.4028 -7.0461 -0.9182
3.529 -19.5624 -7.1346 -1.0926
3.53 -19.6281 -7.0258 -1.0802
3.531 -19.2989 -7.0689 -0.9355
3.532 -19.0369 -6.9730 -0.7542
3.533 -19.1101 -6.9728 -0.6007
3.534 -19.1037 -7.0161 -0.7082
3.535 -19.0580 -6.8483 -0.4539
3.536 -19.2153 -6.7367 -0.5292
3.537 -18.9109 -6.8027 -0.7510
3.538 -19.0648 -6.6197 -0.7171
3.539 -19.2136 -6.6416 -0.7630
3.54 -19.2470 -6.6161 -0.7645
3.541 -19.2397 -6.5320 -0.8401
3.542 -19.1988 -6.4085 -0.9414
3.543 -19.3001 -6.5798 -0.8034
3.544 -19.0108 -6.5257 -0.7243
3.545 -18.6568 -6.6240 -0.5261
3.546 -18.6046 -6.8178 -0.4329
3.547 -18.6308 -6.6739 -0.3422
3.548 -19.0492 -6.5005 -0.4646
3.549 -18.8641 -6.4619 -0.8488
3.55 -19.1336 -6.2943 -1.3776
3.551 -19.3635 -6.4257 -1.7907
3.552 -19.5299 -6.2977 -1.9667
3.553 -19.7131 -5.9966 -2.0901
3.554 -19.5707 -6.0517 -1.8599
3.555 -19.6493 -5.8925 -1.6705
3.556 -19.5990 -5.8482 -1.5422
3.557 -19.7804 -5.8186 -1.7967
3.558 -20.1900 -5.6857 -1.4863
3.559 -20.4288 -5.3570 -1.2070
3.56 -20.5369 -5.5359 -1.1083
3.561 -20.5552 -5.2151 -1.0131
3.562 -20.2000 -5.2791 -0.9310
3.563 -20.0336 -5.5125 -0.8775
3.564 -19.6616 -5.5390 -0.6548
3.565 -19.5852 -5.9072 -0.8202
3.566 -19.4291 -6.0677 -1.0261
3.567 -20.0150 -6.1999 -0.7924
3.568 -20.0423 -6.4986 -1.1570
3.569 -19.9231 -6.5419 -1.2522
3.57 -20.1219 -7.0584 -1.4542
3.571 -19.8557 -6.9876 -1.1304
3.572 -19.7358 -7.2865 -1.0569
3.573 -19.7665 -7.3644 -1.3897
3.574 -19.7832 -7.3355 -1.0678
3.575 -19.7253 -7.3904 -1.0098
3.576 -19.5534 -7.2367 -0.8684
3.577 -19.4594 -7.0211 -0.9086
3.578 -19.2835 -7.2865 -1.0167
3.579 -19.4646 -7.3774 -0.9455
3.58 -19.9572 -7.2337 -1.0746
3.581 -20.2480 -7.2994 -1.2143
3.582 -20.1604 -7.2741 -1.1450
3.583 -20.1154 -7.2354 -1.0655
3.584 -20.2513 -7.1316 -1.0157
3.585 -20.2361 -7.1656 -1.0674
3.586 -20.1016 -7.2968 -1.0064
3.587 -20.1483 -7.4844 -1.1842
3.588 -20.0682 -7.4617 -1.4254
3.589 -20.1615 -7.2909 -1.3366
3.59 -20.0301 -7.2735 -1.1670
3.591 -20.1838 -6.8242 -0.9085
3.592 -20.0219 -6.9118 -0.8999
3.593 -19.8459 -6.7634 -1.0451
3.594 -19.7777 -6.7245 -0.9863
3.595 -19.7856 -6.8594 -0.8011
3.596 -19.9547 -6.9379 -0.7830
3.597 -20.2110 -7.0139 -1.1525
3.598 -19.9300 -7.0870 -1.2986
3.599 -20.0683 -7.3446 -1.6144
3.6 -19.9532 -7.2134 -1.8290
3.601 -19.8128 -7.4389 -2.0388
3.602 -19.6663 -7.3622 -2.0852
3.603 -19.8789 -7.5624 -1.9320
3.604 -20.2417 -8.0061 -2.1481
3.605 -19.9625 -7.8463 -2.1489
3.606 -19.9993 -7.6557 -2.2222
3.607 -20.1651 -7.7005 -2.0076
3.608 -19.8980 -7.7103 -2.2465
3.609 -19.6069 -7.9199 -2.3543
3.61 -20.0282 -7.5630 -2.3410
3.611 -20.0288 -7.6448 -2.3525
3.612 -19.9799 -7.6216 -2.3736
3.613 -20.0474 -7.5679 -2.2712
3.614 -19.8211 -7.7984 -2.2991
3.615 -20.0142 -7.5350 -2.1113
3.616 -19.8231 -7.2843 -2.1373
3.617 -19.6525 -7.1685 -2.4150
3.618 -19.6937 -6.9727 -2.4534
3.619 -19.9203 -7.2336 -2.2691
3.62 -19.4287 -7.0473 -2.4974
3.621 -19.5220 -6.8328 -2.7636
3.622 -19.7501 -6.8874 -2.6828
3.623 -19.8992 -6.7186 -2.4901
3.624 -19.8565 -6.9854 -2.4896
3.625 -19.5532 -6.8719 -2.4903
3.626 -19.4770 -6.5670 -2.5880
3.627 -19.3314 -6.2661 -2.4108
3.628 -19.0461 -6.2094 -2.0887
3.629 -19.0442 -6.5591 -2.0793
3.63 -18.9265 -6.5985 -1.5139
3.631 -19.1555 -6.8558 -1.5870
3.632 -19.3505 -6.6725 -1.5911
3.633 -19.4223 -6.6776 -1.6307
3.634 -19.3480 -6.3414 -1.3489
3.635 -19.5298 -6.3168 -1.3827
3.636 -19.4186 -6.2034 -1.4680
3.637 -19.5031 -6.2188 -1.3640
3.638 -19.8058 -5.9218 -0.8483
3.639 -19.8148 -5.9850 -0.4758
3.64 -19.6181 -5.8782 -0.5979
3.641 -19.7417 -6.0650 -0.3881
3.642 -19.9352 -6.0932 -0.6504
3.643 -19.8732 -5.8296 -0.5007
3.644 -19.9396 -5.5293 -0.5500
3.645 -19.6583 -5.7423 -0.2888
3.646 -19.7857 -6.1122 -0.7500
3.647 -19.9667 -5.7866 -0.5297
3.648 -19.9259 -6.0026 -0.4881
3.649 -19.9012 -6.3806 -0.6633
3.65 -20.0054 -6.0785 -0.6195
3.651 -19.9979 -5.8215 -0.3774
3.652 -19.9719 -5.6199 -0.1737
3.653 -20.0535 -5.5684 -0.0375
3.654 -19.8831 -5.4604 -0.2083
3.655 -19.7521 -5.6912 0.1638
3.656 -19.7167 -6.1057 0.5131
3.657 -19.7941 -6.1989 0.7645
3.658 -20.1320 -5.9269 0.7852
3.659 -20.1114 -5.8661 1.0843
3.66 -19.9293 -5.5788 1.3707
3.661 -19.9621 -5.3468 1.1638
3.662 -19.9547 -5.0740 1.2164
3.663 -20.0776 -4.9966 1.2147
3.664 -20.2837 -5.1619 1.1747
3.665 -19.6563 -5.3997 0.8990
3.666 -19.7110 -5.5579 0.9118
3.667 -19.9003 -5.2629 0.7281
3.668 -19.6804 -5.1898 0.6915
3.669 -19.8925 -5.6293 0.5901
3.67 -19.8629 -5.8138 0.5707
3.671 -19.6946 -5.7884 0.8110
3.672 -19.9497 -5.7324 0.5938
3.673 -19.9044 -5.5742 0.6255
3.674 -19.4072 -5.5132 0.6731
3.675 -19.5890 -5.6766 0.6759
3.676 -20.2789 -5.6969 0.5287
3.677 -20.5688 -5.7031 0.2863
3.678 -20.2001 -5.8373 0.1164
3.679 -20.4095 -5.7833 0.2636
3.68 -20.6132 -5.8696 0.2687
3.681 -20.5631 -5.5237 0.1958
3.682 -20.7832 -5.4673 0.1502
3.683 -20.7440 -5.6701 -0.0607
3.684 -20.6698 -5.3417 -0.2047
3.685 -20.5361 -5.4978 -0.1873
3.686 -20.2038 -5.6464 -0.3530
3.687 -20.2560 -5.7624 -0.1527
3.688 -20.2253 -5.8486 0.0136
3.689 -20.2969 -5.9426 -0.0171
3.69 -19.9761 -5.8682 -0.1890
3.691 -19.7504 -5.5786 -0.1078
3.692 -19.9987 -5.4969 -0.2310
3.693 -19.7230 -5.3852 0.1133
3.694 -19.3427 -5.5783 0.0094
3.695 -19.3604 -5.4793 0.0130
3.696 -19.0640 -5.4484 -0.0788
3.697 -19.1113 -5.5610 -0.0512
3.698 -19.3278 -5.7833 -0.0171
3.699 -19.5953 -5.6839 0.0160
3.7 -19.8573 -6.0254 0.0030
3.701 -19.9368 -6.1919 0.0791
3.702 -19.7052 -6.1192 0.1562
3.703 -19.5526 -6.2634 -0.2132
3.704 -19.4561 -6.2883 0.0062
3.705 -19.4597 -6.3935 -0.0913
3.706 -19.2873 -6.6260 -0.1116
3.707 -19.1712 -6.3529 -0.1617
3.708 -19.1804 -6.4152 0.0429
3.709 -19.2386 -6.3762 0.1888
3.71 -19.4202 -6.4583 0.6308
3.711 -19.4354 -6.5715 1.0634
3.712 -19.1865 -6.5429 1.0039
3.713 -19.3428 -6.3573 0.7136
3.714 -19.8662 -6.5118 0.7229
3.715 -19.9901 -6.8123 0.6928
3.716 -20.1794 -6.9019 0.7303
3.717 -20.5121 -6.9667 0.6442
3.718 -20.4254 -6.6822 0.7112
3.719 -20.2246 -6.9013 0.8433
3.72 -20.6358 -6.8101 0.6303
3.721 -20.6973 -6.9508 0.5131
3.722 -20.5911 -6.7839 0.4605
3.723 -20.4722 -6.3500 0.7583
3.724 -20.4838 -6.5327 0.7644
3.725 -20.3210 -6.8394 0.8045
3.726 -20.2302 -6.8371 1.1163
3.727 -20.3170 -6.8795 1.0758
3.728 -20.2951 -6.6281 0.8505
3.729 -20.1454 -6.4131 0.9912
3.73 -20.1618 -6.3161 0.9861
3.731 -20.0395 -6.5941 0.9802
3.732 -20.6430 -6.2435 1.0383
3.733 -20.5396 -6.0519 1.0397
3.734 -20.6765 -6.0306 1.0348
3.735 -20.8848 -6.4516 0.9268
3.736 -20.6658 -6.5861 0.6871
3.737 -20.5044 -6.2025 1.0020
3.738 -20.6666 -6.2317 1.2401
3.739 -20.6199 -6.2165 1.4019
3.74 -20.6628 -6.1555 1.4856
3.741 -20.4020 -5.9980 1.5556
3.742 -20.3254 -6.0291 1.5624
3.743 -20.2319 -6.0788 1.5304
3.744 -20.5337 -6.2027 1.5341
3.745 -20.3492 -6.0843 1.2819
3.746 -19.6467 -5.9563 1.2332
3.747 -19.6813 -6.1119 1.1958
3.748 -19.9190 -6.2553 1.0036
3.749 -19.9310 -6.3234 1.1057
3.75 -19.9181 -6.2711 1.2155
3.751 -19.9877 -6.4423 1.0878
3.752 -19.9012 -6.8046 1.1840
3.753 -19.7819 -7.0769 1.6653
3.754 -19.8576 -6.9315 1.6695
3.755 -19.9549 -7.0417 1.8459
3.756 -20.4092 -6.9225 1.5567
3.757 -20.1938 -6.7606 1.3594
3.758 -20.3506 -6.8331 1.5721
3.759 -20.6221 -6.4314 1.5178
3.76 -20.7249 -6.3390 1.5383
3.761 -20.7977 -6.4771 1.9335
3.762 -20.7545 -6.1327 2.0874
3.763 -20.6260 -6.3287 2.1941
3.764 -20.7253 -6.3327 2.4653
3.765 -20.8322 -6.1439 2.2279
3.766 -20.6451 -6.3103 2.2967
3.767 -20.7154 -6.4449 2.5444
3.768 -20.7068 -6.2066 3.1413
3.769 -20.6441 -6.5600 2.9902
3.77 -20.5507 -6.6473 3.0717
3.771 -20.4235 -6.6866 2.6278
3.772 -20.7006 -6.8627 2.5571
3.773 -20.5734 -6.7853 2.4684
3.774 -20.7744 -6.8827 2.4385
3.775 -21.3096 -6.9408 2.8378
3.776 -21.0795 -6.9045 2.9579
3.777 -21.3656 -6.3512 2.5866
3.778 -21.7301 -6.4856 2.4943
3.779 -21.7333 -6.4123 2.2720
3.78 -21.9804 -6.2980 2.3519
3.781 -21.8052 -6.3457 2.2385
3.782 -21.9817 -6.2329 2.4613
3.783 -21.8789 -6.4633 2.2557
3.784 -21.7933 -6.2631 2.0956
3.785 -21.4383 -5.8547 1.8970
3.786 -21.4422 -5.7268 2.0613
3.787 -21.5146 -5.6427 1.9253
3.788 -21.1965 -5.7908 2.0769
3.789 -21.3327 -5.6731 2.2190
3.79 -21.1595 -5.6827 2.3600
3.791 -21.1409 -5.7293 2.4563
3.792 -20.9458 -5.5881 2.5461
3.793 -20.9686 -5.7828 2.4498
3.794 -21.0211 -5.6753 2.6164
3.795 -21.4855 -5.5389 2.3437
3.796 -21.4372 -5.3992 2.5780
3.797 -21.6378 -5.9481 2.7949
3.798 -21.6256 -5.9141 2.7342
3.799 -21.7977 -6.0003 3.0615
3.8 -21.3256 -5.9890 3.0176
3.801 -21.2001 -5.9815 2.9040
3.802 -21.3845 -5.9538 3.0858
3.803 -21.3937 -6.1015 3.0703
3.804 -21.2706 -6.0023 2.9680
3.805 -21.5996 -5.9878 2.9283
3.806 -21.8335 -5.8810 2.9504
3.807 -21.5978 -5.5729 2.8342
3.808 -21.4679 -5.3007 2.4667
3.809 -21.4865 -4.9660 2.2640
3.81 -21.6907 -4.7893 2.3920
3.811 -21.5468 -4.5064 2.5264
3.812 -21.7378 -4.2585 2.6086
3.813 -21.4835 -4.0915 2.6635
3.814 -21.2390 -3.9238 2.6301
3.815 -21.2198 -3.7940 2.8799
3.816 -20.9486 -4.0684 2.9518
3.817 -21.0141 -4.0689 2.8060
3.818 -21.1832 -4.0933 2.6016
3.819 -20.9002 -3.6486 2.4850
3.82 -20.8767 -3.6101 2.6595
3.821 -21.0905 -3.4884 2.6761
3.822 -20.9559 -3.4115 2.8718
3.823 -20.9884 -3.3470 2.9472
3.824 -20.8009 -3.0830 2.8047
3.825 -20.5174 -3.0862 2.6861
3.826 -20.4479 -3.1530 2.8564
3.827 -20.4497 -3.2331 3.0502
3.828 -20.4518 -3.4594 3.1688
3.829 -20.3369 -3.6220 3.1279
3.83 -20.4151 -3.4106 2.8587
3.831 -20.3867 -3.6856 2.7432
3.832 -20.4920 -3.5897 2.7820
3.833 -20.4711 -3.4885 2.9189
3.834 -20.6122 -3.6802 2.6173
3.835 -20.8160 -3.8030 2.3304
3.836 -20.7835 -3.9570 2.3597
3.837 -21.0495 -3.9753 2.2868
3.838 -21.2362 -3.8369 2.0789
3.839 -21.0228 -3.5724 1.9855
3.84 -20.7156 -3.8460 2.0499
3.841 -20.8699 -3.9945 2.0901
3.842 -20.6719 -3.9918 2.0880
3.843 -20.7054 -4.0962 1.7545
3.844 -20.8907 -4.1324 1.4724
3.845 -20.8495 -4.1938 1.3782
3.846 -20.9686 -3.9289 1.3842
3.847 -21.2389 -4.1541 1.5014
3.848 -20.9857 -4.4199 1.4213
3.849 -20.7484 -4.3965 1.1473
3.85 -20.7788 -4.7604 1.3943
3.851 -20.7338 -5.0112 1.4017
3.852 -20.9057 -4.9240 1.2279
3.853 -21.1811 -4.7953 1.1789
3.854 -21.4297 -4.9873 0.9097
3.855 -21.5120 -5.0655 0.9326
3.856 -21.4984 -4.8195 0.9449
3.857 -21.6748 -4.5582 1.1514
3.858 -21.2711 -4.6845 1.1873
3.859 -21.3872 -4.6763 0.9431
3.86 -21.2951 -4.6627 0.8421
3.861 -21.4623 -4.6211 0.9208
3.862 -21.6773 -4.5313 0.7664
3.863 -21.6285 -4.8028 0.7849
3.864 -21.4450 -4.8594 0.7336
3.865 -21.2973 -4.6507 1.0388
3.866 -20.9815 -4.6284 0.9872
3.867 -21.1122 -4.5702 0.8646
3.868 -20.9343 -4.4949 1.0433
3.869 -21.0585 -4.4568 0.7051
3.87 -20.4837 -4.2075 0.4151
3.871 -20.2247 -4.4126 0.7395
3.872 -20.1857 -4.4386 0.7600
3.873 -20.1053 -4.3712 0.8224
3.874 -19.9508 -4.3440 1.0345
3.875 -19.9307 -4.3876 1.3131
3.876 -19.9620 -4.4778 1.2561
3.877 -19.7680 -4.3986 1.4000
3.878 -19.3793 -4.2246 1.4814
3.879 -19.4822 -4.6360 1.8945
3.88 -19.6474 -4.9979 1.9756
3.881 -19.6875 -5.1497 2.0150
3.882 -20.2869 -5.0992 2.0178
3.883 -20.2402 -5.2292 1.9446
3.884 -20.4439 -5.1673 1.8790
3.885 -20.5644 -4.9015 1.8329
3.886 -20.3583 -5.0272 1.8751
3.887 -20.4544 -4.7139 1.7800
3.888 -20.9502 -4.7128 1.9353
3.889 -20.8155 -4.6119 1.6627
3.89 -20.7360 -4.5670 1.7205
3.891 -20.5986 -4.6936 1.5682
3.892 -20.4824 -4.4321 1.6849
3.893 -20.4694 -4.3211 1.7500
3.894 -20.3145 -4.4976 2.1550
3.895 -20.3235 -4.5118 1.8266
3.896 -20.1627 -4.6092 2.1578
3.897 -20.1585 -4.8269 2.1828
3.898 -19.8138 -4.8691 2.3387
3.899 -19.7403 -4.7296 2.4183
3.9 -19.7440 -4.9757 2.2853
3.901 -19.7379 -4.8250 2.0399
3.902 -19.8948 -4.8431 2.0517
3.903 -19.9119 -5.1440 1.9168
3.904 -20.1475 -5.2102 2.0807
3.905 -20.0593 -5.0785 2.1621
3.906 -20.2342 -4.8944 2.2361
3.907 -20.1895 -5.0024 1.9625
3.908 -20.3239 -4.7984 2.0498
3.909 -20.3058 -4.7778 1.8064
3.91 -20.3172 -4.9159 2.0726
3.911 -20.2260 -4.8577 2.1770
3.912 -20.3873 -5.1670 2.1389
3.913 -20.3623 -5.5086 2.3451
3.914 -20.0414 -5.5115 2.1929
3.915 -20.0612 -5.2480 2.1709
3.916 -19.9550 -5.3748 2.0537
3.917 -20.0433 -4.9955 1.8853
3.918 -20.0707 -5.2423 2.3434
3.919 -20.4394 -5.3300 2.4386
3.92 -20.6298 -5.2050 2.1971
3.921 -20.6915 -5.5718 2.0436
3.922 -20.9560 -5.4958 2.0710
3.923 -21.0909 -5.7641 2.1853
3.924 -21.0433 -5.5027 2.2156
3.925 -20.8905 -5.5998 2.1964
3.926 -20.6743 -5.7923 2.3494
3.927 -20.6469 -5.7540 2.6771
3.928 -20.5822 -5.8935 2.7369
3.929 -20.4174 -6.1580 2.4604
3.93 -20.5003 -6.4580 2.4612
3.931 -20.6986 -6.2896 2.2762
3.932 -20.2526 -6.3978 1.8928
3.933 -20.3319 -6.1876 1.6101
3.934 -20.4207 -6.4685 1.4530
3.935 -20.4309 -6.5829 1.4034
3.936 -20.4614 -6.8912 1.1155
3.937 -20.6080 -6.9389 1.0013
3.938 -20.6507 -6.9818 1.0346
3.939 -20.9397 -6.8826 1.0113
3.94 -20.7667 -6.6221 1.2511
3.941 -20.7788 -6.6079 1.5483
3.942 -20.3438 -6.7291 1.4789
3.943 -20.3639 -6.9054 1.5565
3.944 -20.4880 -6.9252 1.8417
3.945 -20.0845 -7.3335 1.7056
3.946 -20.2976 -7.4708 1.5931
3.947 -20.1929 -7.5032 1.8024
3.948 -20.0040 -7.2681 1.6405
3.949 -20.1226 -7.4115 1.4054
3.95 -19.9969 -7.3276 1.3421
3.951 -19.6093 -7.2495 1.6751
3.952 -19.5415 -7.2067 1.7164
3.953 -19.2943 -7.1623 1.6185
3.954 -19.2307 -7.3368 1.7039
3.955 -19.1205 -7.7030 1.7501
3.956 -19.2152 -7.6808 1.8560
3.957 -19.0828 -7.3360 2.2007
3.958 -19.0618 -7.2179 1.8808
3.959 -19.0338 -7.3349 1.8409
3.96 -19.1216 -7.7833 1.6511
3.961 -19.2110 -7.5757 1.6327
3.962 -19.1463 -7.5626 1.3950
3.963 -19.2800 -7.7230 1.5728
3.964 -19.4023 -7.6548 1.6787
3.965 -18.7974 -7.4549 1.5979
3.966 -19.0237 -7.5048 1.5081
3.967 -19.0018 -7.4632 1.8310
3.968 -19.1052 -7.5320 1.9139
3.969 -19.1177 -7.5667 2.1003
3.97 -19.0877 -7.3330 2.0645
3.971 -19.0667 -6.9937 2.0745
3.972 -19.1055 -6.9261 1.9595
3.973 -19.2934 -6.9632 1.6437
3.974 -19.2788 -6.9319 1.8154
