#t dx dy dz
2.014 -6.5754 -5.3560 -0.0469
2.015 -6.3439 -5.3173 -0.4033
2.016 -6.5390 -5.6769 -0.0432
2.017 -6.4854 -5.7401 -0.0085
2.018 -6.3187 -5.7381 0.1331
2.019 -6.3004 -6.1671 0.0220
2.02 -6.3954 -5.9546 0.3456
2.021 -6.4927 -5.9243 0.5762
2.022 -6.6254 -5.8027 0.7591
2.023 -6.9585 -6.0694 0.7456
2.024 -7.1214 -6.3475 0.7891
2.025 -7.3583 -6.4167 0.9128
2.026 -7.4262 -6.2837 1.0059
2.027 -7.5824 -6.2256 1.2500
2.028 -7.7992 -6.4846 1.2098
2.029 -7.7303 -6.5132 0.9637
2.03 -7.5743 -6.4484 0.8816
2.031 -7.7459 -6.1491 0.9237
2.032 -7.4836 -6.3323 1.3481
2.033 -7.4803 -6.3652 1.3984
2.034 -7.2808 -6.3729 1.4629
2.035 -7.4111 -6.5334 1.4677
2.036 -7.1166 -6.7541 1.5465
2.037 -7.1237 -6.2187 1.2413
2.038 -7.3046 -6.1786 1.4913
2.039 -7.7864 -5.8984 1.4406
2.04 -7.5025 -5.9806 1.4928
2.041 -7.5688 -6.1905 1.5287
2.042 -7.6219 -6.0983 1.5277
2.043 -7.8486 -6.0617 1.4603
2.044 -7.7145 -6.2517 1.3349
2.045 -7.6371 -6.0825 1.1094
2.046 -7.7831 -6.2889 0.8631
2.047 -7.3765 -6.3158 0.9969
2.048 -7.4084 -6.1154 1.1724
2.049 -7.6367 -6.3489 1.1446
2.05 -7.3285 -6.3629 1.0252
2.051 -7.0336 -6.5815 0.7773
2.052 -7.0065 -6.7546 0.8587
2.053 -7.0027 -6.7415 0.8661
2.054 -6.8388 -6.8328 1.1056
2.055 -6.7167 -6.7024 1.2119
2.056 -6.6510 -7.0469 1.1336
2.057 -6.8654 -7.4743 1.1302
2.058 -6.9829 -7.6815 0.9976
2.059 -6.8603 -7.8170 0.9754
2.06 -7.0007 -7.5656 1.1312
2.061 -6.6458 -7.7055 1.0884
2.062 -6.8852 -7.7890 0.9733
2.063 -7.0051 -7.7201 1.1597
2.064 -6.9957 -7.9503 1.2916
2.065 -6.9732 -7.8113 1.2626
2.066 -6.8768 -7.6764 1.4993
2.067 -7.1684 -7.4652 1.7126
2.068 -7.2221 -7.4349 2.1604
2.069 -7.8130 -7.7675 2.2851
2.07 -7.7827 -7.8653 2.0588
2.071 -8.0715 -8.0033 2.2148
2.072 -8.0298 -7.8150 2.0345
2.073 -7.9593 -7.4269 1.7502
2.074 -7.9530 -7.3322 1.7502
2.075 -7.9298 -7.0194 1.2771
2.076 -8.0836 -6.9757 1.2901
2.077 -7.8874 -6.8092 1.2636
2.078 -7.5984 -6.7730 1.3939
2.079 -7.7131 -6.6634 1.8272
2.08 -7.8481 -6.7122 1.7588
2.081 -7.7908 -6.9294 1.6595
2.082 -7.7453 -7.3627 1.5708
2.083 -7.5905 -7.3456 1.7805
2.084 -7.3401 -7.3163 1.9953
2.085 -7.2232 -7.5611 1.9950
2.086 -7.1976 -7.7962 1.7509
2.087 -7.3395 -7.5070 1.6375
2.088 -7.0338 -7.3264 1.7090
2.089 -7.0531 -7.2016 1.7729
2.09 -6.9140 -7.3141 1.7938
2.091 -6.8252 -7.3384 1.8852
2.092 -6.9461 -7.3492 1.8092
2.093 -6.8672 -7.1572 2.0393
2.094 -6.4445 -6.7549 1.8625
2.095 -6.3422 -7.0172 2.0522
2.096 -6.6069 -7.1668 2.0125
2.097 -6.7587 -7.3317 2.0039
2.098 -6.7681 -6.8367 1.7972
2.099 -6.7110 -6.3909 1.5993
2.1 -6.6908 -6.3395 1.7414
2.101 -6.6814 -5.9802 1.8632
2.102 -6.6168 -6.1017 1.6292
2.103 -6.8411 -5.8218 1.5421
2.104 -6.8324 -5.6372 1.4228
2.105 -6.9534 -6.0284 1.6633
2.106 -6.9827 -6.0915 0.9913
2.107 -6.7961 -6.2869 0.9432
2.108 -6.6033 -6.1735 1.0410
2.109 -6.5290 -6.9078 0.8072
2.11 -6.6628 -6.7872 0.7755
2.111 -6.5634 -6.7888 0.7735
2.112 -6.3105 -6.8406 0.8701
2.113 -6.1448 -6.9194 1.0120
2.114 -6.1234 -7.2971 1.0503
2.115 -6.5078 -6.8929 1.0617
2.116 -6.2544 -6.8887 0.9548
2.117 -6.3523 -6.8093 0.6818
2.118 -6.5035 -6.6687 0.5131
2.119 -6.5851 -6.8340 0.4330
2.12 -6.6126 -7.1673 0.4815
2.121 -6.7760 -7.3000 0.7027
2.122 -6.3823 -7.2263 0.9957
2.123 -6.6497 -7.4507 0.8162
2.124 -6.7827 -7.1284 1.0442
2.125 -7.2582 -6.9981 1.3211
2.126 -7.3563 -7.1714 1.3285
2.127 -7.1021 -6.9908 1.3459
2.128 -7.2572 -6.5112 1.4910
2.129 -7.2858 -6.5086 1.2765
2.13 -7.2902 -6.1675 1.6509
2.131 -7.4043 -6.6132 1.6973
2.132 -7.3236 -6.8004 1.9809
2.133 -7.7147 -6.7392 1.9610
2.134 -7.6893 -6.9173 1.7670
2.135 -7.6187 -7.0123 1.8848
2.136 -7.8203 -7.2164 1.8876
2.137 -7.6904 -7.1431 2.2192
2.138 -7.6908 -7.6133 2.2497
2.139 -7.7691 -7.7521 2.4157
2.14 -7.9266 -7.4666 2.3384
2.141 -8.1161 -7.3574 2.4016
2.142 -8.1524 -6.9967 2.2553
2.143 -8.2960 -6.7549 2.0911
2.144 -8.1899 -6.6954 1.8779
2.145 -7.9436 -6.6986 1.8571
2.146 -7.9732 -6.7037 2.1815
2.147 -8.3732 -6.9403 2.0109
2.148 -8.0777 -6.9465 1.9823
2.149 -8.2001 -7.0577 2.2467
2.15 -7.9704 -6.9723 2.1201
2.151 -7.9867 -6.8770 1.9493
2.152 -7.7001 -6.9893 1.9893
2.153 -7.7245 -6.9196 2.0011
2.154 -7.7871 -6.6474 2.0736
2.155 -7.7909 -6.4970 2.0221
2.156 -7.5469 -6.3962 2.1779
2.157 -7.6348 -6.3903 2.2629
2.158 -7.4937 -6.2035 2.4280
2.159 -7.5413 -6.3073 2.1791
2.16 -7.6604 -6.1730 2.1737
2.161 -7.5394 -6.2693 2.2446
2.162 -7.7324 -6.4689 2.0787
2.163 -7.7991 -6.6713 2.3055
2.164 -7.7872 -6.4702 2.3091
2.165 -7.8837 -6.7941 2.5108
2.166 -7.8341 -6.5638 2.5523
2.167 -7.9228 -6.3894 2.6397
2.168 -8.2623 -5.8541 2.5850
2.169 -7.9749 -5.6665 1.8901
2.17 -8.0198 -5.4380 2.0028
2.171 -7.9594 -5.4823 2.3582
2.172 -8.4453 -5.6279 2.1175
2.173 -8.4760 -5.6604 1.8595
2.174 -8.1508 -5.9361 2.0069
2.175 -8.1829 -5.7899 2.2671
2.176 -8.2270 -5.9299 2.1934
2.177 -8.0362 -5.9652 2.1203
2.178 -8.2094 -6.2775 2.1609
2.179 -8.0694 -6.2553 1.8736
2.18 -7.9590 -6.0693 2.0975
2.181 -8.0887 -6.0675 2.0338
2.182 -8.2747 -6.3108 1.9449
2.183 -8.5325 -6.3601 1.9696
2.184 -8.6000 -6.1988 1.8869
2.185 -8.6239 -6.1390 2.0071
2.186 -8.6463 -5.8739 1.7487
2.187 -8.3703 -5.9634 1.6762
2.188 -8.6086 -5.8215 1.4192
2.189 -8.6425 -5.4103 1.2340
2.19 -8.6914 -5.4468 1.1625
2.191 -8.7079 -5.9144 1.0104
2.192 -8.8704 -5.6633 1.0252
2.193 -9.1403 -5.6639 1.2553
2.194 -9.4122 -5.7133 1.3597
2.195 -9.1396 -5.6286 1.3576
2.196 -8.7883 -5.5450 1.3870
2.197 -8.7941 -5.5288 1.1318
2.198 -9.0756 -5.4359 1.3149
2.199 -9.3813 -5.2729 1.7589
2.2 -9.7809 -5.5516 1.9349
2.201 -9.9229 -5.6309 2.2391
2.202 -10.0725 -5.5069 2.1251
2.203 -10.1028 -5.4326 2.2327
2.204 -9.8160 -4.9792 2.1488
2.205 -9.9120 -4.9144 2.0460
2.206 -10.3736 -4.4239 2.2885
2.207 -10.0380 -4.2642 2.0315
2.208 -9.6584 -4.4674 2.0497
2.209 -9.3425 -4.8923 2.2851
2.21 -9.6003 -4.9077 2.6337
2.211 -9.3560 -5.3258 2.3013
2.212 -9.5553 -5.3184 2.0876
2.213 -9.5255 -5.1721 2.0098
2.214 -9.2380 -5.4529 2.1121
2.215 -9.0039 -5.4712 2.2271
2.216 -9.1716 -5.3655 2.2182
2.217 -9.1201 -5.4903 1.8766
2.218 -8.9050 -5.2629 1.8464
2.219 -9.3536 -4.9264 1.7991
2.22 -9.2102 -5.0095 1.8736
2.221 -9.3407 -5.3285 1.9958
2.222 -8.9993 -5.4944 2.1980
2.223 -8.9032 -5.1508 2.0832
2.224 -8.9487 -5.3847 2.0794
2.225 -8.9279 -5.0647 2.3025
2.226 -9.2338 -5.1832 2.1212
2.227 -9.2588 -5.2391 2.1581
2.228 -9.3231 -5.2778 2.2578
2.229 -9.4738 -4.9103 2.3888
2.23 -9.5840 -4.6973 2.3173
2.231 -9.9641 -4.6384 2.1524
2.232 -10.0790 -4.2978 2.1680
2.233 -10.1422 -4.1108 2.1154
2.234 -10.2115 -4.0707 1.8873
2.235 -10.7133 -4.0791 1.9545
2.236 -10.7201 -4.3035 2.2051
2.237 -10.8167 -4.4132 2.2354
2.238 -10.9494 -4.7173 2.1464
2.239 -10.6616 -5.0295 2.1686
2.24 -10.7434 -4.9508 2.4197
2.241 -10.8878 -5.1514 2.5708
2.242 -10.7516 -5.1940 2.3746
2.243 -10.4361 -5.0638 2.3465
2.244 -10.2726 -4.9109 2.3033
2.245 -10.4017 -4.7734 2.5675
2.246 -10.7708 -4.5589 2.6046
2.247 -10.7932 -4.3367 2.8738
2.248 -10.8868 -4.5303 2.8341
2.249 -10.8051 -4.1160 2.9386
2.25 -10.8835 -4.1241 2.9477
2.251 -11.1236 -4.1252 2.8419
2.252 -10.9542 -4.2440 2.7480
2.253 -10.8818 -4.0465 2.9152
2.254 -10.8029 -3.6600 2.7499
2.255 -10.7900 -3.6085 2.7108
2.256 -10.7472 -3.3442 3.0061
2.257 -10.6036 -3.2755 2.8759
2.258 -10.3921 -2.8587 3.2555
2.259 -10.6233 -3.0744 3.2170
2.26 -11.2242 -3.3724 3.0197
2.261 -11.2343 -3.3890 3.1130
2.262 -10.8938 -3.3894 3.2354
2.263 -10.8592 -3.3679 3.2832
2.264 -10.6627 -3.0875 3.5838
2.265 -10.5193 -3.2089 3.7597
2.266 -10.7519 -3.2082 4.1029
2.267 -10.6445 -2.9818 4.2208
2.268 -10.9060 -2.8996 4.1643
2.269 -10.6398 -2.9938 3.9787
2.27 -10.7562 -3.0321 4.1795
2.271 -10.8527 -2.9822 4.0765
2.272 -11.0749 -2.6152 4.2727
2.273 -11.0612 -2.6904 4.2299
2.274 -11.0406 -2.5736 4.3605
2.275 -10.9912 -2.6791 4.2589
2.276 -10.9803 -3.0002 4.4126
2.277 -10.9085 -2.7739 4.1399
2.278 -10.9112 -2.5902 3.9567
2.279 -10.9771 -2.6200 3.9984
2.28 -10.9341 -2.7848 3.8110
2.281 -11.1287 -2.8895 4.0027
2.282 -11.3007 -2.9436 4.0988
2.283 -11.2301 -3.0437 4.0939
2.284 -11.1458 -3.1916 4.0479
2.285 -11.6612 -3.0873 4.3665
2.286 -11.9066 -3.2159 4.8145
2.287 -11.8690 -3.0921 4.6783
2.288 -12.0626 -3.1633 4.9705
2.289 -12.0142 -2.8727 5.1987
2.29 -12.5690 -2.6821 5.0654
2.291 -12.6411 -2.7647 5.5624
2.292 -13.1726 -2.7351 5.5577
2.293 -12.9676 -2.6782 5.7726
2.294 -12.9645 -2.6792 5.2653
2.295 -12.9874 -2.4790 5.4979
2.296 -13.0483 -2.4867 5.7547
2.297 -13.0489 -2.7294 5.7072
2.298 -13.3198 -2.3961 5.8679
2.299 -13.3331 -2.1881 6.0936
2.3 -13.5095 -2.2482 6.3807
2.301 -13.4362 -2.2384 6.3164
2.302 -13.5948 -2.3840 6.5312
2.303 -13.3907 -2.5254 6.8580
2.304 -13.5853 -2.4999 6.6552
2.305 -13.5624 -2.4244 6.6154
2.306 -13.6421 -2.5531 6.7346
2.307 -13.6553 -2.8916 6.7443
2.308 -13.4960 -2.9456 7.0053
2.309 -13.3474 -3.2495 7.0838
2.31 -13.0021 -3.3778 6.5909
2.311 -12.9358 -3.1859 6.6097
2.312 -12.7526 -3.1689 6.8415
2.313 -12.7533 -3.0228 6.9031
2.314 -13.0580 -3.3647 6.8998
2.315 -12.7948 -3.2417 6.7318
2.316 -12.5998 -3.2629 6.6032
2.317 -12.7488 -2.9282 6.4779
2.318 -12.9039 -2.8564 6.5141
2.319 -13.2857 -3.0050 6.6237
2.32 -13.3367 -2.8715 6.6709
2.321 -13.4712 -2.9099 6.4944
2.322 -13.5982 -3.0035 6.5225
2.323 -13.8154 -3.1857 6.6511
2.324 -13.9550 -2.9893 6.6492
2.325 -13.9327 -3.1711 6.6084
2.326 -13.8501 -3.0849 6.5345
2.327 -13.7996 -3.2074 6.5595
2.328 -13.7821 -3.1920 6.6555
2.329 -13.7775 -2.8610 6.5752
2.33 -13.7856 -3.0326 6.4625
2.331 -13.5320 -2.9818 6.4652
2.332 -13.7592 -3.0467 6.1415
2.333 -13.6174 -2.8985 6.0650
2.334 -13.4985 -2.7236 6.4870
2.335 -13.1707 -2.9673 6.9555
2.336 -13.3115 -2.9518 6.9462
2.337 -13.4049 -3.0651 6.9119
2.338 -13.3740 -3.1203 6.9302
2.339 -13.1271 -3.3631 6.8995
2.34 -13.2279 -3.4950 7.0846
2.341 -13.4021 -3.4589 6.5820
2.342 -13.3678 -3.4115 6.1442
2.343 -13.5106 -3.3506 6.1333
2.344 -13.5940 -3.0506 6.0508
2.345 -13.7296 -3.2559 6.3375
2.346 -13.9321 -3.5580 6.1378
2.347 -14.0119 -3.6478 6.0752
2.348 -13.7389 -4.0660 5.9869
2.349 -13.7591 -4.0474 6.0885
2.35 -13.6588 -4.1710 6.1482
2.351 -13.6747 -4.4325 6.4534
2.352 -13.6444 -4.5501 6.3936
2.353 -13.3248 -4.4341 5.8757
2.354 -13.3421 -4.4870 5.4616
2.355 -13.4953 -4.4332 5.2337
2.356 -13.2664 -4.5381 5.0567
2.357 -13.0805 -4.8278 5.3459
2.358 -13.2039 -4.7626 5.2399
2.359 -13.0842 -5.0465 5.1723
2.36 -13.0180 -5.0605 5.0187
2.361 -12.8463 -4.7849 5.1912
2.362 -13.0498 -4.7209 4.9916
2.363 -13.0405 -4.6534 4.7449
2.364 -13.1553 -4.7821 4.8948
2.365 -12.9321 -5.1195 4.7850
2.366 -13.1675 -5.2038 4.7930
2.367 -13.0545 -5.2506 4.9469
2.368 -12.8236 -5.4141 5.0247
2.369 -12.8164 -5.2262 5.2211
2.37 -12.6315 -5.2468 5.3434
2.371 -12.9420 -5.8978 5.2587
2.372 -13.4010 -5.8249 5.4431
2.373 -13.5955 -5.7735 5.9302
2.374 -13.4916 -5.6647 5.8357
2.375 -13.3663 -5.5785 5.8070
2.376 -13.3117 -5.1686 6.0524
2.377 -13.2729 -5.0755 6.0994
2.378 -13.4627 -5.1175 5.8927
2.379 -13.4464 -5.2612 5.7681
2.38 -13.4645 -5.3961 5.8854
2.381 -13.6949 -5.3272 5.7126
2.382 -13.9269 -5.2143 5.5779
2.383 -14.0651 -5.3575 5.9549
2.384 -13.8562 -5.0521 6.1240
2.385 -13.6884 -5.0702 6.4743
2.386 -13.7482 -5.3962 6.9651
2.387 -14.0547 -5.5484 6.6783
2.388 -13.9780 -5.4429 6.5047
2.389 -13.6694 -5.3477 6.4831
2.39 -13.8782 -5.5232 6.4625
2.391 -13.8206 -5.3400 6.5972
2.392 -13.9540 -5.2164 6.8168
2.393 -14.3692 -5.1366 6.8431
2.394 -14.2787 -5.1350 6.7800
2.395 -14.3092 -5.3728 6.5004
2.396 -14.5387 -5.4017 6.6687
2.397 -14.7617 -4.8865 6.5745
2.398 -14.9598 -4.7721 6.0626
2.399 -14.9974 -4.5718 6.3002
2.4 -15.3332 -4.5745 6.1120
2.401 -15.1343 -4.4770 6.3836
2.402 -15.2882 -4.3404 6.0306
2.403 -15.2262 -4.3965 6.1218
2.404 -15.7387 -4.2610 6.0159
2.405 -16.0999 -4.0608 5.9330
2.406 -16.0362 -3.9667 5.9960
2.407 -16.0203 -3.7904 6.2876
2.408 -15.9994 -3.6242 6.6869
2.409 -15.7900 -3.3675 6.7316
2.41 -16.0207 -3.3521 6.6086
2.411 -16.1800 -3.3562 6.7630
2.412 -16.3538 -3.7187 6.5894
2.413 -16.4925 -3.3494 6.6224
2.414 -16.2413 -3.2591 6.2070
2.415 -16.3016 -3.5275 6.2739
2.416 -16.1889 -3.5483 6.1884
2.417 -16.1234 -3.6480 6.0844
2.418 -16.2572 -3.7355 5.9771
2.419 -16.3379 -3.9098 5.9375
2.42 -16.7754 -3.7656 5.7393
2.421 -16.9012 -3.7516 5.9933
2.422 -16.8718 -3.8124 5.8730
2.423 -16.8079 -3.7757 6.1851
2.424 -17.2550 -3.7231 6.0576
2.425 -16.9805 -3.7294 6.0864
2.426 -17.1276 -3.8466 6.2034
2.427 -17.0875 -4.0423 6.5888
2.428 -16.6752 -4.3448 6.4454
2.429 -16.4676 -4.0292 6.6928
2.43 -16.2015 -3.9976 6.3124
2.431 -16.0054 -4.0656 6.0771
2.432 -16.0387 -4.0243 6.2627
2.433 -16.3803 -4.3328 6.3393
2.434 -16.2940 -4.0759 6.6307
2.435 -16.2337 -4.1585 6.6983
2.436 -16.5230 -3.8769 6.5379
2.437 -16.5279 -3.9433 6.6052
2.438 -16.5708 -3.7478 6.7452
2.439 -16.5721 -3.3627 6.9922
2.44 -16.8210 -2.8994 6.9831
2.441 -16.8694 -2.6874 6.8243
2.442 -16.8154 -2.3770 6.7001
2.443 -16.6011 -2.4305 6.3742
2.444 -16.4021 -2.0948 6.5888
2.445 -16.6088 -2.2003 6.7150
2.446 -16.4893 -2.5886 6.6866
2.447 -16.4436 -2.4860 6.6321
2.448 -16.6117 -2.4441 6.7664
2.449 -16.7340 -2.2795 6.8563
2.45 -16.8657 -2.0887 7.0072
2.451 -16.5817 -1.7109 6.6768
2.452 -16.2873 -1.9464 6.6146
2.453 -16.3097 -2.1869 6.7643
2.454 -16.1527 -1.8843 6.6589
2.455 -16.0485 -1.8614 6.7211
2.456 -16.3279 -1.6559 6.3560
2.457 -16.1910 -1.5048 5.7711
2.458 -16.6385 -1.7545 5.8024
2.459 -16.8066 -1.6435 5.8299
2.46 -16.9046 -1.6765 6.0551
2.461 -16.9839 -1.7037 5.8780
2.462 -16.9683 -1.6679 5.9506
2.463 -16.7790 -1.4943 5.8909
2.464 -16.6874 -1.3852 5.9025
2.465 -16.7175 -1.5181 5.8835
2.466 -16.6666 -1.3792 5.9244
2.467 -16.8793 -1.5746 5.8603
2.468 -16.7361 -1.3767 6.0977
2.469 -17.0176 -1.5614 6.3122
2.47 -16.9325 -1.7424 6.3079
2.471 -16.9445 -2.0962 6.6003
2.472 -17.0024 -2.3117 6.4196
2.473 -17.3578 -2.3299 6.5427
2.474 -17.2449 -1.9559 6.6048
2.475 -17.1911 -1.6481 6.6267
2.476 -17.2622 -1.6179 6.1978
2.477 -17.4238 -1.7214 6.1795
2.478 -17.3528 -2.1982 6.2822
2.479 -17.4396 -2.6205 6.3027
2.48 -17.4991 -2.5361 6.3054
2.481 -17.4609 -2.3947 6.6582
2.482 -17.7978 -2.4717 6.5164
2.483 -17.8207 -2.2657 6.3641
2.484 -18.0337 -2.1390 6.5055
2.485 -18.4256 -2.0573 6.7516
2.486 -18.2676 -2.1932 6.5333
2.487 -18.3222 -2.1503 6.5967
2.488 -18.6538 -2.2340 6.3518
2.489 -18.9642 -2.4084 6.4838
2.49 -19.0727 -2.4558 6.3860
2.491 -19.0235 -2.5791 6.6301
2.492 -19.0764 -2.6593 6.4987
2.493 -19.1210 -2.4893 6.5432
2.494 -19.0726 -2.3576 6.6057
2.495 -19.1833 -2.4362 6.2004
2.496 -19.4511 -2.5697 6.5029
2.497 -19.3671 -2.8518 6.7844
2.498 -19.5114 -2.6241 6.8769
2.499 -19.6772 -2.4815 6.7671
2.5 -19.7286 -2.2385 6.7257
2.501 -19.9161 -2.1855 6.6957
2.502 -20.1368 -2.0713 6.6540
2.503 -20.2102 -2.0487 6.8126
2.504 -20.1353 -1.9241 6.8672
2.505 -20.0450 -1.9208 6.5383
2.506 -19.9586 -2.0102 6.5297
2.507 -20.0039 -1.7549 6.7080
2.508 -20.1006 -1.4908 6.7061
2.509 -19.9135 -1.2619 6.7528
2.51 -20.1121 -1.2057 6.6157
2.511 -19.8971 -0.9700 7.0179
2.512 -19.6404 -1.1039 6.9399
2.513 -19.4594 -1.3161 7.0236
2.514 -19.8730 -1.6210 6.7262
2.515 -20.0373 -1.5318 6.3889
2.516 -20.0044 -1.6001 6.3182
2.517 -19.9238 -1.3042 6.4057
2.518 -20.0740 -1.4457 6.4876
2.519 -20.0035 -1.5581 6.3239
2.52 -20.1057 -1.7744 6.5322
2.521 -20.2503 -1.4631 6.2701
2.522 -19.9313 -1.7791 6.1345
2.523 -20.1960 -1.7151 6.1040
2.524 -20.6812 -1.8653 5.8856
2.525 -20.6013 -1.8694 5.7379
2.526 -20.9455 -2.1404 5.4349
2.527 -21.0852 -2.1861 5.4171
2.528 -21.1150 -2.3941 5.3126
2.529 -21.2340 -2.4379 5.5705
2.53 -21.5710 -2.2804 5.3581
2.531 -21.3739 -2.1116 5.7651
2.532 -21.0088 -1.9343 5.5318
2.533 -21.0875 -1.6718 5.4121
2.534 -21.1239 -1.5800 5.2663
2.535 -21.3511 -1.5842 5.2563
2.536 -21.2220 -1.3582 5.2827
2.537 -21.1874 -1.0817 5.0454
2.538 -21.1915 -1.2372 5.1424
2.539 -21.2333 -1.3183 4.7434
2.54 -21.3099 -1.2344 4.7458
2.541 -21.1798 -1.3263 4.8565
2.542 -20.9936 -1.4813 4.7642
2.543 -21.3977 -1.5344 4.6336
2.544 -21.7869 -1.3710 4.6397
2.545 -21.6829 -1.1949 4.9176
2.546 -21.8153 -1.4586 4.7806
2.547 -22.0177 -1.6645 4.5664
2.548 -22.1794 -1.9508 4.4025
2.549 -22.1601 -1.5581 4.3400
2.55 -22.3920 -1.7293 4.3396
2.551 -22.6490 -1.6851 4.3804
2.552 -22.6413 -1.9130 4.4231
2.553 -22.1906 -1.8315 4.7366
2.554 -21.8160 -1.9004 4.6038
2.555 -22.0610 -2.1518 4.5564
2.556 -22.2567 -2.0678 4.4107
2.557 -22.1914 -2.0345 4.5427
2.558 -22.5063 -1.6942 4.3004
2.559 -22.4789 -1.3028 4.5493
2.56 -22.6114 -1.1331 4.6657
2.561 -22.6828 -1.1407 4.3436
2.562 -22.6291 -1.2697 4.4515
2.563 -22.8481 -1.4803 4.3875
2.564 -22.8370 -1.7670 4.4472
2.565 -22.5766 -2.0684 4.7381
2.566 -22.6452 -2.0053 4.4686
2.567 -22.5565 -1.9831 4.2257
2.568 -22.0663 -1.7371 4.4103
2.569 -22.2342 -1.6975 4.2020
2.57 -22.2291 -1.5353 3.9270
2.571 -22.3116 -1.5342 3.5341
2.572 -22.3420 -1.2019 3.6111
2.573 -22.3189 -1.4402 3.4990
2.574 -22.3461 -1.5316 3.3657
2.575 -22.5412 -1.7690 3.5036
2.576 -22.7993 -1.7112 3.3552
2.577 -22.4674 -1.5871 3.6797
2.578 -22.0645 -1.6912 3.5012
2.579 -21.7936 -1.7854 3.3414
2.58 -21.5108 -1.6828 3.5756
2.581 -21.8922 -1.9305 3.5533
2.582 -22.1201 -2.0507 3.4184
2.583 -22.0955 -1.9714 3.4826
2.584 -22.0565 -2.1194 3.3260
2.585 -22.2774 -2.2804 3.1771
2.586 -22.3036 -2.1183 3.0451
2.587 -22.2284 -2.3509 3.1589
2.588 -22.1389 -2.5891 3.2485
2.589 -22.1025 -2.8089 3.5795
2.59 -22.2560 -2.8730 3.6360
2.591 -22.3585 -2.9831 3.6386
2.592 -22.0885 -2.9584 3.7936
2.593 -21.8403 -3.1725 3.4860
2.594 -22.0878 -3.4734 3.5304
2.595 -21.8269 -3.6408 3.4452
2.596 -21.9585 -3.5448 3.4936
2.597 -22.2799 -3.5084 3.2759
2.598 -22.2439 -3.3926 3.2798
2.599 -22.3845 -3.0283 3.8182
2.6 -22.2717 -3.2895 3.7767
2.601 -22.3574 -3.2012 3.7412
2.602 -22.2514 -3.0378 3.5920
2.603 -22.0055 -3.0391 3.7945
2.604 -21.9654 -3.4458 3.9263
2.605 -21.9624 -3.2997 4.5445
2.606 -21.6948 -3.1344 4.4048
2.607 -21.7452 -3.1063 4.5102
2.608 -21.7650 -3.6231 4.3585
2.609 -21.9043 -3.7137 4.2019
2.61 -21.7310 -4.0167 4.3000
2.611 -21.8233 -4.0114 4.5299
2.612 -21.5891 -3.8268 4.2906
2.613 -22.1399 -3.9364 4.2492
2.614 -22.2051 -3.9813 4.1649
2.615 -22.4813 -4.2476 4.2186
2.616 -22.4483 -4.0827 4.4528
2.617 -22.4039 -4.2712 4.3697
2.618 -22.5391 -4.2234 4.1092
2.619 -22.6094 -4.2506 4.1612
2.62 -22.3323 -4.2305 3.7266
2.621 -22.3441 -4.3108 3.7472
2.622 -22.2980 -4.4787 4.1203
2.623 -22.3776 -4.7740 4.2204
2.624 -22.7157 -4.7401 3.9723
2.625 -23.0332 -4.7852 3.9032
2.626 -23.2615 -4.7512 3.7204
2.627 -23.2212 -4.5895 3.7086
2.628 -23.3407 -4.5710 3.5596
2.629 -23.4674 -4.6361 3.5671
2.63 -23.3084 -4.6411 3.5990
2.631 -23.5694 -4.5523 3.5831
2.632 -23.6056 -4.3300 3.8319
2.633 -23.4314 -4.7022 4.1994
2.634 -23.4161 -4.8714 4.1072
2.635 -23.6063 -4.8338 3.9836
2.636 -23.5990 -4.7442 4.0863
2.637 -23.4525 -4.4698 4.2201
2.638 -23.6152 -4.5071 4.1935
2.639 -23.5509 -4.8366 4.3056
2.64 -23.5225 -4.6554 4.0519
2.641 -23.4411 -4.6399 3.9865
2.642 -23.1929 -4.4221 4.1462
2.643 -22.8748 -4.3348 4.1675
2.644 -22.9862 -3.8974 3.9943
2.645 -22.6389 -3.9568 4.0865
2.646 -22.6448 -3.6421 4.1436
2.647 -22.7640 -3.6138 4.0251
2.648 -23.2800 -3.8530 3.7711
2.649 -23.0771 -3.6329 3.5156
2.65 -23.0270 -3.4783 3.5577
2.651 -22.8986 -3.2541 3.8331
2.652 -22.9896 -3.5904 3.5774
2.653 -22.9085 -3.5207 4.0539
2.654 -23.0542 -3.6090 4.0318
2.655 -23.3494 -3.6539 4.1192
2.656 -23.3993 -3.5543 4.0744
2.657 -23.1361 -3.1862 3.9896
2.658 -22.9827 -3.0651 3.9560
2.659 -22.8481 -3.2252 3.8721
2.66 -22.9314 -3.2407 3.5517
2.661 -22.8455 -3.2988 3.6462
2.662 -22.9742 -3.0655 3.7606
2.663 -23.4711 -3.1178 3.6021
2.664 -23.5556 -3.4166 3.5286
2.665 -23.7628 -3.4906 3.4539
2.666 -24.1490 -3.3660 3.2271
2.667 -24.2628 -3.0993 3.4184
2.668 -24.4560 -3.1301 3.1588
2.669 -24.5376 -3.0987 3.2433
2.67 -24.4752 -3.2602 3.3266
2.671 -24.4506 -3.4871 3.1650
2.672 -24.6493 -3.8177 3.2904
2.673 -24.7550 -3.9325 3.3149
2.674 -24.7726 -4.1906 3.0667
2.675 -24.6248 -4.3396 3.0476
2.676 -24.4338 -4.6113 2.9940
2.677 -24.4661 -4.5188 2.8435
2.678 -24.3830 -4.4470 2.5030
2.679 -24.3867 -4.8845 2.4363
